2010-08-19 23:46:40;10081923445139444;admin;118.96.226.223;CALL p_entry_dsml('000031',8,2010,0,3,'admin',0,0,0,'none')
2010-08-19 23:46:40;10081923445139444;admin;118.96.226.223;CALL p_entry_dsml('000032',8,2010,0,4,'admin',0,0,0,'none')
2010-08-20 08:31:23;10082008304193945;admin;118.96.226.223;CALL p_entry_dsml('000001',8,2010,0,50,'admin',0,0,0,'none')
2010-08-24 22:17:20;10082422165141857;pl;118.96.226.223;CALL p_entry_dsml('000059',8,2010,0,20,'pl',0,0,0,'none')
2010-08-25 12:27:10;10082512265149272;admin;118.96.226.223;CALL p_entry_dsml('000030',0,40,'admin',0,0,0,'none')
2010-08-25 12:30:55;10082512303653224;admin;118.96.226.223;CALL p_entry_dsml('000030',0,40,'admin',0,0,0,'none')
2010-08-25 12:34:22;10082512340515720;admin;118.96.226.223;CALL p_entry_dsml('000026',0,55,'admin',0,0,0,'none')
2010-08-25 12:34:22;10082512340515720;admin;118.96.226.223;CALL p_entry_dsml('000029',0,34,'admin',0,0,0,'none')
2010-08-25 12:37:02;10082512340515720;admin;118.96.226.223;CALL p_entry_dsml('000029',0,34,'admin',1,0,0,'none')
2010-08-25 12:37:02;10082512340515720;admin;118.96.226.223;CALL p_entry_dsml('000030',0,40,'admin',0,10,0,'none')
2010-08-25 12:37:02;10082512340515720;admin;118.96.226.223;CALL p_entry_dsml('000031',0,3,'admin',0,10,0,'none')
2010-08-25 12:37:02;10082512340515720;admin;118.96.226.223;CALL p_entry_dsml('000032',0,4,'admin',0,10,0,'none')
2010-08-27 17:02:27;10082717011308415;admin;118.96.226.223;CALL p_entry_dsml('000001',0,50,'admin',0,0,0,'none')
2010-08-27 17:02:29;10082717011308415;admin;118.96.226.223;CALL p_entry_dsml('000002',0,50,'admin',0,0,0,'none')
2010-08-27 17:02:29;10082717011308415;admin;118.96.226.223;CALL p_entry_dsml('000003',0,50,'admin',0,0,0,'none')
2010-08-28 11:10:40;10082811102899814;admin;118.96.226.223;CALL p_entry_dsml('000004',0,50,'admin',0,0,0,'none')
2010-08-28 11:12:10;10082811102899814;admin;118.96.226.223;CALL p_entry_dsml('000059',0,4,'admin',0,0,0,'none')
2010-08-28 11:12:41;10082811102899814;admin;118.96.226.223;CALL p_entry_dsml('000087',0,100,'admin',0,0,0,'none')
2010-08-28 11:37:12;10082811102899814;admin;118.96.226.223;CALL p_entry_dsml('000098',0,100,'admin',0,0,0,'none')
2010-08-28 11:37:12;10082811102899814;admin;118.96.226.223;CALL p_entry_dsml('000099',0,100,'admin',0,0,0,'none')
2010-08-28 11:37:12;10082811102899814;admin;118.96.226.223;CALL p_entry_dsml('000100',0,100,'admin',0,0,0,'none')
2010-08-28 11:44:34;10082811102899814;admin;118.96.226.223;CALL p_entry_dsml('000084',0,100,'admin',0,0,0,'none')
2010-08-28 11:44:34;10082811102899814;admin;118.96.226.223;CALL p_entry_dsml('000085',0,50,'admin',0,0,0,'none')
2010-08-28 11:44:34;10082811102899814;admin;118.96.226.223;CALL p_entry_dsml('000086',0,20,'admin',0,0,0,'none')
2010-08-28 11:45:24;10082811102899814;admin;118.96.226.223;CALL p_entry_dsml('000084',0,100,'admin',0,10,0,'none')
2010-08-28 11:45:24;10082811102899814;admin;118.96.226.223;CALL p_entry_dsml('000085',0,50,'admin',0,10,0,'none')
2010-08-28 13:57:14;10082811102899814;admin;118.96.226.223;CALL p_entry_dsml('000060',0,20,'admin',0,0,0,'none')
2010-08-28 13:57:14;10082811102899814;admin;118.96.226.223;CALL p_entry_dsml('000063',0,26,'admin',0,0,0,'none')
2010-08-28 13:57:14;10082811102899814;admin;118.96.226.223;CALL p_entry_dsml('000064',0,27,'admin',0,0,0,'none')
2010-08-29 19:53:29;10082919520126511;admin;222.124.198.172;CALL p_entry_dsml('000005',0,7,'admin',0,0,0,'none')
2010-08-30 11:58:58;10083011584701982;admin;118.96.226.223;CALL p_entry_dsml('000006',0,5,'admin',0,0,0,'none')
2010-08-31 08:33:59;10083108325577812;admin;118.96.226.223;CALL p_entry_dsml('000008',0,5,'admin',0,0,0,'none')
2010-08-31 09:00:54;10083109004185442;admin;118.96.226.223;CALL p_entry_dsml('000009',0,100,'admin',0,0,0,'none')
2010-09-01 11:18:58;10090111181441779;admin;118.96.226.223;CALL p_entry_dsml('000001',50,75,'admin',0,0,0,'none')
2010-09-02 04:22:42;10090204201495531;admin;118.96.226.223;CALL p_entry_dsml('000102',5,5,'admin',0,0,0,'none')
2010-09-02 07:22:12;10090207212856472;admin;118.96.226.223;CALL p_entry_dsml('000001',1180,1200,'admin',0,0,0,'none')
2010-09-02 07:22:12;10090207212856472;admin;118.96.226.223;CALL p_entry_dsml('000002',1594,1630,'admin',0,0,0,'none')
2010-09-02 07:22:12;10090207212856472;admin;118.96.226.223;CALL p_entry_dsml('000003',118,150,'admin',0,0,0,'none')
2010-09-02 07:22:12;10090207212856472;admin;118.96.226.223;CALL p_entry_dsml('000004',1,15,'admin',0,0,0,'none')
2010-09-02 07:22:12;10090207212856472;admin;118.96.226.223;CALL p_entry_dsml('000005',234,250,'admin',0,0,0,'none')
2010-09-02 09:30:25;10090209300444805;admin;118.96.226.223;CALL p_entry_dsml('000007',2,12,'admin',0,0,0,'none')
2010-09-02 17:41:54;10090217412526307;admin;118.96.226.223;CALL p_entry_dsml('015914',1,5,'admin',0,0,0,'none')
2010-09-04 13:53:01;10090413302286055;admin;118.96.226.223;CALL p_entry_dsml('014230',362,400,'admin',0,0,0,'none')
2010-09-04 13:53:01;10090413302286055;admin;118.96.226.223;CALL p_entry_dsml('015264',626,650,'admin',0,9,0,'none')
2010-09-04 14:01:18;10090413302286055;admin;118.96.226.223;CALL p_entry_dsml('000287',460,500,'admin',0,10,0,'none')
2010-09-04 14:01:18;10090413302286055;admin;118.96.226.223;CALL p_entry_dsml('000288',2366,2400,'admin',0,10,0,'none')
2010-11-10 15:32:11;10111015284426390;admin;118.96.226.223;CALL p_entry_dsml('000001',0,10,'admin',0,0,0,'none')
2010-11-10 15:32:11;10111015284426390;admin;118.96.226.223;CALL p_entry_dsml('000002',0,20,'admin',0,0,0,'none')
2010-11-10 15:32:11;10111015284426390;admin;118.96.226.223;CALL p_entry_dsml('000003',0,55,'admin',0,0,0,'none')
2010-11-21 21:00:40;10112120585968356;admin;114.120.3.157;CALL p_entry_dsml('000003',0,65,'admin',0,0,0,'none')
